event_id,year,quarter,date_iso,ordering,title_da,title_en,text_da,text_en,bookmark_title_da,bookmark_title_en,legacy_slug,year_heading_da,year_heading_en,source_id
T1400,1873,1,1873-03-03,8,,,"<p>Det anslås af Reitzel, at HCA ved årets udgang vil have fået 4.000 rdl. (det rigtige tal er 3.000) for den sidste samling eventyr. Alligevel vil HCA stadig ikke høre tale om, at han sidder godt i det, men indbilder sig, at han, som han skriver i dagbogen d. 4:</p> <blockquote>""lever stadig i Beregning for at komme ud af det til Enden""</blockquote> <p>[dvs. må være meget økonomisk for at kunne klare sig igennem].<br> Edvard Collin arbejder i den følgende tid energisk med at forhandle en fordelagtig overenskomst med Lars Johan Hiertas Bokhandel i Stockholm. Hierta vil gerne udgive en samlet svensk udgave af eventyr og historier,</p> <blockquote>""prydlig typographisk utstyrt og vid billigt pris"".</blockquote> <p>Hans tilbud lyder på 500 rdl. i honorar til HCA.</p>","<p>Reitzel estimates that HCA will have received 4,000 rdl. by the end of the year (the correct amount is 3,000) for the latest collection of fairy-tales. In spite of this, HCA by no means believed that he was well off. On the contrary, he is convinced that he must, as expressed in the diary on 4th:</p> <blockquote> <p>""continue to live with calculation, in order to get by till the end""</p> </blockquote> <p>[i.e. must be very economic in order to survive].<br> Edvard Collin is busy in the following period of time negotiating a favourable deal with Lars Johan Hiertas Bokhandel (Booksellers) in Stockholm. Hierta would like to release a complete Swedish edition of the tales and stories,</p> <blockquote> <p>""typographically embellished and at a low price"".</p> </blockquote> <p>He offers HCA a fee of 500 rdl.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1400
T1401,1873,1,1873-03-18,9,,,<p>Får nu isat nyt hel-gebis efter at have mistet den sidste tand d. 19. januar og siden da at have være helt uden tænder.</p>,"<p>HCA now has a new set of dentures fitted, after having lost the last tooth on 19th January. Since then he had been completely without teeth.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1401
T1402,1873,2,1873-04-02,10,,,<p>Får på sin fødselsdag besøg af kronprinsen. Ugen efter flytter HCA ud fra sin lejlighed og indlogeres to dage på Hotel Royal inden rejsen til Schweiz.</p>,"<p>On his birthday, HCA receives a visit from the crown prince. In the following week, he moves out of his apartment and stays for two days at Hotel Royal, before the trip to Switzerland.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1402
T1403,1873,2,1873-04-11,11,,,"<p>Afskedsbesøg på Amalienborg inden rejsen. Herom skriver HCA i (utrykt) brev af 23. april til fru Scavenius på Basnæs:</p> <blockquote>""Deres Majestæter var saa mageløst gode og betænksomme at jeg ikke kom til at stige op af de høie Trapper, hele Familien var samlet i Stue-Etagen, Kongen Dronningen Kronprindsen og Gemalinde, deres to Smaabørn, samt Prindsesse Thyra og Prinds Valdemar. Ved Afskeden forærede Kongen mig sin egen Reisetaske, den han forrige Aar havde benyttet og ikke nok, om Aftenen da jeg sad hjemme ved Indpakning overraskedes jeg ved endnu engang at faae Besøg af Kongen, han vilde see mig endnu engang før jeg reiste; Prinds Valdemar og Prinds Hans ledsagede ham. Jeg var dybt bevæget ved vor ædle, kjærlige Konges Hjertelag"".</blockquote>","<p>A visit to Amalienborg Castle before the journey. HCA comments on this in a letter (unpublished) dated 23rd April to Mrs Scavenius at Basnæs Estate:</p> <blockquote> <p>""Their majesties were so exceptionally thoughtful and kind that I did not have to climb the steep stairways, the whole family had gathered on the ground floor, the king, the queen, the crown prince and his wife, their two little children, as well as Princess Thyra and Prince Valdemar. When I left, the king gave me a present; his own travel bag, the one he had used the year before last. And what's more, when I was sitting at home in the evening packing, I was surprised to receive yet another visit from the king, he had wanted to see me once more before my departure; Prince Valdemar and Prince Hans accompanied him. I was deeply moved by the kindness of our noble, dear king"".</p> </blockquote>",Rejse til Tyskland og Schweiz,Journey to Germany and Switzerland,rejse,Sidste udlandsrejse,Final Journey Abroad,1403
T1404,1873,2,1873-04-14,12,,,"<p>Rejse til Tyskland og Schweiz med Nicolai Bøgh. Ruten er Korsør, Fredericia (hilses med blomster på stationen i Odense), Slesvig, Hamborg, Hannover, Kassel, Giessen, Frankfurt, Heidelberg, Offenburg, Basel, Bern (ankomst 29. april, tilses her af lægen, prof. Henri Dor).</p>","<p>Journey to Germany and Switzerland with Nicolai Bøgh. The route taken is Korsør, Fredericia (is greeted with flowers at the station in Odense), Slesvig, Hamburg, Hannover, Kassel, Giessen, Frankfurt, Heidelberg, Offenburg, Basel, Bern (arrival 29th April, receives medical attention from the doctor Professor Henri Dor whilst here).</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1404
T1405,1873,2,1873-05-01,13,1. - 4. maj,1st - 4th May,<p>I Vevay.</p>,<p>In Vevay.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1405
T1406,1873,2,1873-05-04,14,4. - 11. maj,4th - 11th May,<p>I Vernex.</p>,<p>In Vernex.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1406
T1407,1873,2,1873-05-11,15,11. maj - 1. juni,11th May - 1st June,<p>I Glion. Lægetilsyn og kur her bliver ikke til noget.</p>,<p>In Glion. Does not receive medical attention and a therapeutic cure as planned.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1407
T1408,1873,2,1873-06-01,16,1. - 6. juni,1st - 6th June,"<p>I Genève, gæst hos Jules Jürgensen.</p>","<p>In Geneva, staying with Jules Jürgensen.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1408
T1409,1873,2,1873-06-06,17,,,"<p>Videre: over Fribourg til Bern (tilses igen her af prof. Dor), herfra til Interlaken, videre over Giessbach og Luzern til Brunnen.</p>","<p>The trip continues: via Fribourg to Bern (sees the doctor Professor Henri Dor once more). Then on to Interlaken, Giessbach and Luzern to Brunnen.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1409
T1410,1873,2,1873-06-17,18,17. - 27. juni,17th - 27th June,"<p>I Brunnen. Udflugter herfra til Flüelen, Altorf og Axelstein.</p>","<p>In Brunnen. Outings from here to Flüelen, Altorf and Axelstein.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1410
T1411,1873,2,1873-06-27,19,,,"<p>Videre over Rapperswühl, Ragatz (herfra udflugt til Pfäffers), Chur, Reichenau, Andeer, Splügen, en afstikker ind i Italien: Chiavenna, Maloja, Silvaplana, tilbage via St. Moritz, Samaden (herfra udflugt til Roseggletscheren), over Albula-passet og Bergün til Alveneu, Chur, Rorschach, Lindau, Augsburg og München.</p>","<p>On through Rapperswühl, Ragatz (from here an outing to Pfäffers), Chur, Reichenau, Andeer, Splügen, then a side-trip into Italy: Chiavenna, Maloja, Silvaplana, back via St. Moritz, Samaden (from here an outing to the Roseg Glacier), then across the Albula-pass and Bergün to Alveneu, Chur, Rorschach, Lindau, Augsburg and Munich.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1411
T1412,1873,3,1873-07-12,20,12. - 16. juli,12th - 16th July,<p>I München. Besøger her dagligt Kaulbach.</p>,<p>In Munich. Visits Kaulbach daily while here.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1412
T1413,1873,3,1873-07-16,21,,,"<p>Til Nürnberg, videre over Bamberg, Meiningen, Eisenach, Kassel, Hannover til Hamborg.</p>","<p>To Nuremberg, on through Bamberg, Meiningen, Eisenach, Kassel and Hannover to Hamburg.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1413
T1414,1873,3,1873-07-22,22,22. - 25. juli,22nd - 25th July,<p>I Hamborg.</p>,<p>In Hamburg.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1414
T1415,1873,3,1873-07-25,23,,,"<p>Fra Hamborg over Slesvig, Middelfart og Korsør til København. Kan næsten ikke slæbe sig af sted på den sidste del af rejsen. Har hårdt brug for Nicolai Bøghs hjælp.</p>","<p>From Hamburg via Slesvig, Middelfart and Korsør to Copenhagen. HCA hardly has the strength to drag himself along on this final leg of the journey. Is very dependent on Nicolai Bøgh for help.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1415
T1416,1873,3,1873-07-28,24,,,"<p>Tilbage i København. Indkvarteres på Rolighed, hvor han bor til 9. september. Syg og svækket.</p>","<p>Back in Copenhagen. Moves in at Rolighed (the home of the Melchior family), where he stays till 9th September. Ill and weak.</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1416
T1417,1873,3,1873-09-09,25,,,"<p>Tilbage til værelserne i Nyhavn 18, nu med frøknerne Ballin som værter. Har i den første tid vågekone, men kan efterhånden bevæge sig omkring og tage ud. Men han ved dog, hvor det bærer hen: noterer 1. november i dagbogen:</p> <blockquote>""Særdeles forladt og lidende [...] Jeg bliver aldrig rask, og det drager ud med at døe; jeg ønsker Døden og har dog Angest for den"".</blockquote>","<p>Back in the rooms at Nyhavn no. 18, although now with the Misses Ballin as landladies. Has a night nurse for a period, but is then able to get up and about once more. He is aware, however, of the direction in which he is headed. Notes in the diary on 1st November:</p> <blockquote> <p>""Extremely alone and suffering [...] I will never be well again, and death is drawn out; I long for death and yet fear it"".</p> </blockquote>",,,,Sidste udlandsrejse,Final Journey Abroad,1417
T1418,1873,4,1873-11-14,26,,,"<p>Valgdag. HCA ser med ængstelse på de ""revolutionære"" venstremænds fremgang.</p>","<p>Election day. HCA is troubled by the success of the ""revolutionary"" men of the ""Venstre"" party (farmers agitating for influence).</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1418
T1419,1873,4,1873-11-17,27,,,<p>Vinder 500 rdl. i lotteriet (har i årevis plaget sig selv og sine omgivelser med forhåbninger om at få den store gevinst. Har dog en enkelt gang tidligere vundet noget i lotteriet).</p>,"<p>Wins 500 rdl. in the lottery (has been whining for years about the lack of a windfall from the lottery, although he has had a small win earlier).</p>",,,,Sidste udlandsrejse,Final Journey Abroad,1419
T1420,1873,4,1873-12-00,28,December,December,"<p>Klipper til et skærmbræt fra engelske hæfter, Reitzel har sendt ham.</p>",<p>Cuts pictures from English magazine booklets sent to him by Reitzel. The pictures are to be used for a folding screen.</p>,,,,Sidste udlandsrejse,Final Journey Abroad,1420
T1421,1873,4,1873-12-24,29,,,"<p>Juleaften fejres i lejligheden i Nyhavn sammen med stud. theol. Erik Lassen Oksen. HCA havde ellers set frem til</p> <blockquote>""en stille Aften, uden Juletræ uden Jule-Besøg - ja vilde min Musa nu efter Aar og Dag overraske mig med Besøg det var en Overraskelse! men hun kommer ikke""<br> (brev til Henriette Collin d. 23.)</blockquote> <p>Oksen og stud. theol. Mathias Weber fejrer også nytåret med HCA.<br> <br> </p>","<p>Christmas Eve is spent in the apartment in Nyhavn with Erik Lassen Oksen, a student of theology. HCA had in fact anticipated;</p> <blockquote> <p>""a quiet evening, with no Christmas tree or visitors - yes, if only my muse would surprise me with a visit, after all this time, now that would be a surprise! But she does not come""<br> (letter to Henriette Collin, 23rd)</p> </blockquote> <p>Oksen and Matthias Weber (another student of theology) also celebrate New Year's Eve with HCA.<br> <br> </p>",,,,Sidste udlandsrejse,Final Journey Abroad,1421
T1422,1874,1,1874-00-00,1,Dette år og afsluttet 1875,In this year and completed in 1875,<p>Udkommer der en samlet udgave af HCA eventyr og historier på tjekisk (i Prag).</p>,"<p>Release (in Prague) of a collected edition of HCA's fairy-tales and stories, written in the Czech language.</p>",,,,Konferensråd,Is Awarded the Danish Title: Konferensråd,1422
T1423,1874,2,1874-01-00,1,Januar - april,January - April,<p>Holder sig i gang med at klistre billeder på sit skærmbræt. Får fra fotografen og fra Reitzel billeder af danske kendte mænd og kvinder til brug for skærmbrættet. Oksen tager sig en del af HCA og går små ture med ham.</p>,<p>Stays active by glueing pictures onto his folding screen. Reitzel the publisher and a photographer also give HCA pictures of well known Danish men and women for this screen. Oksen the student takes care of HCA quite a bit and goes for little walks with him.</p>,,,,Konferensråd,Is Awarded the Danish Title: Konferensråd,1423
T1424,1874,1,1874-02-00,3,Februar - marts,Februar - March,<p>Antagelig omkring denne tid får Nicolai Bøgh breve til og fra HCA - som ligger forvaret hos HCA - til gennemlæsning med henblik på senere udgivelse.</p>,"<p>Presumably around this time, Nicolai Bøgh receives letters received or written by HCA - which have been kept by HCA - for perusal, with later publication in mind.</p>",,,,Konferensråd,Is Awarded the Danish Title: Konferensråd,1424
T1425,1874,2,1874-04-01,4,,,"<p>Overraskes af besøg af Anna Bjerring, der er kommet til København i anledning af hans fødselsdag. Hun bliver i byen til d. 13., og de ses nogle gange til.</p>",Anna Bjerring surprises HCA with a visit; she has come for his birthday. She stays in town until the 13th and they meet a few times more.,Sidste besøg af veninderne,The Last Visit from his Female Friends,bes,Konferensråd,Is Awarded the Danish Title: Konferensråd,1425
T1426,1874,2,1874-04-02,5,,,"<p>Der flages på halv denne dag, da denne 2. april er skærtorsdag ligesom i 1801, slaget på reden. HCA tager det som et dårligt varsel for ham selv. Overvældes med blomster, hilsener og besøg på dagen, bl.a. kommer kronprins Frederik på besøg og får forevist skærmbrættet. Udnævnes til konferensråd (samme rang som Adolph Drewsen har, Edvard Collin er etatsråd).</p>","<p>Flags are kept at half-mast today, as this particular 2nd April is Maundy Thursday, just as it had been in 1801 on the day of the Battle of ""Reden"" (an inconclusive battle waged between the British and Danish navies, just outside the harbour in Copenhagen). HCA interprets this as a bad omen for himself, as this is his birthday. He is inundated with flowers, greeting cards and visitors to mark the day. Amongst others, Crown Prince Frederik comes to see him and is shown the folding screen. HCA is appointed ""konferensråd"", a high Danish title, now obselete (the same rank as Adolph Drewsen, Edvard Collin is titular Councillor of State).</p>",,,,Konferensråd,Is Awarded the Danish Title: Konferensråd,1426
T1427,1874,2,1874-04-06,6,,,"<p>HCA sidder</p> <blockquote>""i to Timer for Historiemaler Lund, der tegnede mit Ansigt til Afbenyttelse for Loftdecorationen i <em>Viborg</em> Kirke hvor de fire store og tolv smaae Profeter skulle fremstilles; jeg skal være een af de store med Glorie om Hovedet""<br> (dagbogen dags dato).</blockquote> <p>Historiemaleren Fr. Chr. Lund, der i 1867 havde tegnet HCA til fru Melchior, dekorerer i 1874-1875 loftet i Viborg domkirke og bruger her modeller til fremstillingen af profeterne. HCA fik æren af at være profeten Jeremias (holdende et tekstbånd, hvor der står: Juda skal frelses). I 1912 blev Lunds dekoration skjult af et nyt loft, der blev sat op, og som blev malet af P.C. Skovgaard.</p>","<p>HCA sits;</p> <blockquote> <p>""...for two hours while Lund, the historical painter, drew my face. It is to be used in <em>Viborg</em> church to paint a ceiling, where the four great and the twelve small prophets are to be portrayed; I am to be one of the great ones with a halo about my head""<br> (the diary, same day).</p> </blockquote> <p>The historical painter Fr. Chr. Lund, who had drawn HCA in 1867 for Mrs Melchior, decorates the ceiling of Viborg Cathedral during 1874-1875 and uses models for the portrayal of the prophets. HCA was given the honour of being portrayed as the prophet Jeremiah (holding a text which reads: Judah shall be redeemed). In 1912 Lund's decoration was covered by a new ceiling which was put up and painted by P-C. Skovgaard.</p>",,,,Konferensråd,Is Awarded the Danish Title: Konferensråd,1427
